dir,/home/junkado/Desktop/keio/20180325/3ddata/pitcher/takahashi/,the number of files,10,optimal reference,4-1_011.csv,
0.000000000000000000e+00,8.781910398169164012e+01,1.051927738461672561e+02,9.950700527084904934e+01,1.310792698703664030e+02,1.247951624302715175e+02,1.136901701869662134e+02,6.358265814446993147e+01,7.119662517533434709e+01,1.237384920943141395e+02
8.586135991502861486e+01,0.000000000000000000e+00,7.295674246395842033e+01,7.844283561355648260e+01,1.053195751771389865e+02,9.772483070514502401e+01,7.961673698394825749e+01,7.849184204069210580e+01,8.494329327349616676e+01,8.269422656864450971e+01
1.159569721894075656e+02,9.043245110995340497e+01,0.000000000000000000e+00,6.776116599935895124e+01,1.231350497898154543e+02,9.249624398018417537e+01,6.362236446099976206e+01,1.071780426353884508e+02,7.388915741597821807e+01,7.813063631419635158e+01
9.632184176855444946e+01,7.884746647413558662e+01,5.634227596933389748e+01,0.000000000000000000e+00,1.257733318032358056e+02,1.025476285703033739e+02,7.727704525590050366e+01,8.776902506882841237e+01,6.535940522256858287e+01,1.032924436572479863e+02
1.323691719309277630e+02,1.122855839628298469e+02,9.680836165119305292e+01,1.201227810738336217e+02,0.000000000000000000e+00,1.029302969634757119e+02,1.024055791352450342e+02,1.155377212230361437e+02,1.133411484841374204e+02,7.549623231995256845e+01
2.979112982246792285e+02,2.856336595493000345e+02,2.562266469766811952e+02,2.761976450720983394e+02,2.834413308897281354e+02,0.000000000000000000e+00,2.775187315651238009e+02,2.823417555781435340e+02,2.667967128357660727e+02,2.628372844412364202e+02
1.736220780577381788e+02,1.542614373796607481e+02,5.229186005519454028e+01,1.313413248134871765e+02,2.082200665203548624e+02,1.531639133487749405e+02,0.000000000000000000e+00,1.932009987722190090e+02,1.387540725633866714e+02,1.046677103425787863e+02
7.847781037363057521e+01,1.197257259190598120e+02,1.219297529963828168e+02,1.087790835299252592e+02,1.513359825264397500e+02,1.346162180868412008e+02,1.385628235819771703e+02,0.000000000000000000e+00,8.000588032998719257e+01,1.465368004822220200e+02
7.345866685041818300e+01,9.462597058507647318e+01,7.503227089490724211e+01,6.544886866918699297e+01,1.318936027002322362e+02,1.102921389383388941e+02,8.990008211018133011e+01,7.458230274339697985e+01,0.000000000000000000e+00,9.965016643617062186e+01
1.541429004283156416e+02,1.229967571608232930e+02,8.664274264131896075e+01,1.361830155550598818e+02,1.151058467040219710e+02,1.112390254343472833e+02,9.323801721848116131e+01,1.585337045223897974e+02,1.232027842376485296e+02,0.000000000000000000e+00
