dir,/home/junkado/Desktop/keio/20180325/3ddata/pitcher/oishi/,the number of files,10,optimal reference,1-1-005_015.csv,
0.000000000000000000e+00,1.674839348702728046e+02,1.828951489177200642e+02,2.156804863320897709e+02,2.278846240004468484e+02,1.278677599232380544e+02,1.692499379188535897e+02,1.568628277870376735e+02,1.527500756719762478e+02,1.561814796689576781e+02
2.910740960470627101e+02,0.000000000000000000e+00,2.341482759321989704e+02,2.647267366069368677e+02,2.580898922771959292e+02,2.280993732220470918e+02,2.316217292253886058e+02,3.025342855313074324e+02,2.325221619456898168e+02,2.032843465527075182e+02
3.037830103841750997e+02,1.822353509729774146e+02,0.000000000000000000e+00,2.237899696741643254e+02,2.531153484985245257e+02,2.244667235639643366e+02,1.907299325421490153e+02,2.927017504942606934e+02,2.157301635856716189e+02,3.145320407250893595e+02
1.612078746852945699e+02,7.812545952597315591e+01,1.360520596074409525e+02,0.000000000000000000e+00,8.596052149828133793e+01,1.387481768796359347e+02,8.676877626638859908e+01,1.720526564010986306e+02,1.394478076417396437e+02,2.032555592017439494e+02
1.863166317061986490e+02,1.402336659906662533e+02,1.668409659800024940e+02,1.600192614760334777e+02,0.000000000000000000e+00,1.789420828013096525e+02,1.418043401870154412e+02,1.895197524428772908e+02,1.764989950948692865e+02,2.253051618891204271e+02
1.286095983852362679e+03,1.290434760450438262e+03,1.313534653988942637e+03,1.351472015072665499e+03,1.361958195016134368e+03,0.000000000000000000e+00,1.336510739483337829e+03,1.338601671322641550e+03,1.345842820634124337e+03,1.247648517744768924e+03
1.203173981941158104e+02,5.605883734670707241e+01,8.096316740480469321e+01,8.140830277110833890e+01,8.814933560061160733e+01,9.749867086291887119e+01,0.000000000000000000e+00,1.122772990303462137e+02,8.476578805244841419e+01,1.568275903939403122e+02
5.764189275674114015e+02,6.425759138822082832e+02,6.239211775686216015e+02,7.255182324827504772e+02,7.112225456624194067e+02,6.463087523152411222e+02,6.341212712679327979e+02,0.000000000000000000e+00,2.371091612139646259e+02,2.564552114338538331e+02
6.582682558850690384e+02,6.356057572296025455e+02,6.561585322136878631e+02,7.462949929285832695e+02,7.455095406827647366e+02,6.828599078624639560e+02,6.651796224504328165e+02,2.987969930772866860e+02,0.000000000000000000e+00,4.902660668001556701e+02
8.702315400686638895e+02,8.870217740922796565e+02,8.977958088468486721e+02,1.091458686296842870e+03,1.043658873684086529e+03,9.177093234755116100e+02,1.002394184549708143e+03,4.614623807693354252e+02,6.625944599107343720e+02,0.000000000000000000e+00
