dir,./trc/IMAMURA,the number of files,27,optimal reference,IMAMURA19.trc,
0.000000000000000000e+00,9.435860928526697933e+01,5.615257507470681020e+01,5.865995436549538056e+01,1.031749157830704320e+02,8.115468748332406790e+01,2.150764487724585763e+02,1.163752089100758838e+02,1.605630785079866882e+02,7.832112257616958573e+01,1.025160745202900898e+02,6.831972094944593721e+01,1.087133256312180265e+02,1.698695985583564152e+02,1.065450061123897427e+02,9.484612492957802488e+01,9.995688499191183496e+01,9.035598296583067679e+01,8.400204922387510464e+01,6.114180339217919880e+01,4.516779312549784464e+01,1.523656415533359052e+02,9.553641719036858149e+01,1.031213023291874151e+02,1.302644016406645733e+02,1.005519352909740576e+02,1.182138244421238653e+02
7.125209694341761235e+01,0.000000000000000000e+00,6.465485213220696892e+01,3.114169161103092520e+01,4.519270761214296783e+01,6.158351641585692704e+01,8.706763760936311769e+01,4.296794863375827589e+01,9.283707710007419678e+01,1.155231593360979048e+02,1.356060964715263708e+02,9.521171962716138637e+01,1.128400907053554505e+02,7.592240401720832210e+01,7.398557878652108855e+01,6.464874195192230388e+01,1.427266240903837513e+02,1.285534729001312826e+02,5.847577224244177074e+01,8.055925827228986691e+01,5.075711842843469412e+01,2.333826357285659583e+02,1.347991677983038699e+02,1.205238425138257838e+02,1.683870465090861046e+02,1.424008952438258007e+02,1.471632019332933794e+02
5.002187806434822193e+01,6.899616962606241088e+01,0.000000000000000000e+00,5.331557073960681237e+01,6.393118617259840164e+01,8.759818900263597641e+01,1.711493707431280313e+02,1.073171247444188481e+02,1.525199707278604251e+02,1.056365198511623333e+02,1.271686906513804729e+02,8.707418499729168104e+01,1.181614280776085053e+02,1.416891711361859620e+02,1.093458709265376427e+02,9.429522454409956822e+01,1.124808868840423202e+02,1.062289826276508364e+02,3.665115472853159417e+01,5.280881538138005737e+01,6.411822325733737671e+01,1.788157870583439717e+02,9.776627663612791252e+01,1.073564774716973744e+02,1.303617367098675004e+02,1.267265047030747098e+02,1.415635346713228842e+02
4.848561648501433297e+01,3.484181899769546931e+01,5.129452842739490848e+01,0.000000000000000000e+00,5.808995180823876581e+01,5.292400181366610212e+01,1.254087230656546836e+02,5.817831381867687668e+01,1.092937956330707152e+02,9.388531432519454256e+01,1.150905188725315753e+02,7.173053701219311051e+01,9.903766496012246989e+01,9.895446512464684474e+01,6.696886454573521519e+01,5.774842989878139576e+01,1.152906177067968372e+02,1.051240126486270441e+02,6.095503639123327133e+01,6.141538773349237346e+01,3.126797385192456957e+01,2.062884723995663876e+02,1.092772804287529880e+02,1.025307215729917090e+02,1.495350483536289801e+02,1.217106450651783121e+02,1.278730944469080413e+02
1.178446565808457791e+02,6.835054718945566776e+01,9.936703552740144119e+01,7.853775542458451753e+01,0.000000000000000000e+00,9.534655092684545252e+01,1.120180285297081753e+02,1.000934306576450012e+02,1.359383349232105900e+02,1.793751934639786043e+02,2.158878970996212558e+02,1.627790905931210830e+02,1.968295135648244241e+02,1.442965063963921182e+02,1.288687931189506060e+02,1.311794142840762731e+02,2.477634698960317223e+02,1.939275451639962569e+02,9.466901443960986740e+01,9.191038764415314688e+01,1.147073370888442128e+02,3.258771385552547031e+02,2.192721895669550349e+02,1.865215033427638218e+02,1.715623651612454239e+02,1.599415325922500983e+02,2.135075608438636721e+02
1.258543975827780628e+02,9.282431333960629161e+01,1.360089590317016075e+02,8.866655560576839434e+01,9.696649296939362728e+01,0.000000000000000000e+00,1.495628894402489664e+02,1.013197142571817295e+02,1.272918167127128015e+02,1.326417815091135424e+02,1.704072611040824370e+02,1.346140734365002913e+02,1.445611637938137903e+02,1.400596170861716701e+02,8.486707037062588199e+01,8.317469086230752850e+01,2.496899359005668657e+02,1.555337546468500989e+02,1.449944246433527724e+02,8.081552164143390371e+01,9.434359162857747094e+01,3.384219620848374461e+02,2.008442412303947719e+02,1.421986800526081254e+02,1.739925999649182984e+02,9.923399207586551540e+01,1.547907646639816335e+02
1.313634875706250966e+02,6.647781787737167747e+01,1.254579999022547270e+02,8.844613515249801594e+01,8.075318721378749842e+01,1.082535758024106656e+02,0.000000000000000000e+00,6.181453872098622071e+01,6.724310339452895846e+01,1.721513117483058863e+02,1.865030442502480810e+02,1.488385247492323629e+02,1.579975670922707423e+02,6.744039285686513097e+01,1.182093553078842092e+02,1.099375691804593913e+02,2.032060674075495399e+02,1.900297990931563845e+02,1.081405829989438132e+02,1.367173647470427511e+02,1.103787028374362080e+02,2.967242508631219380e+02,1.927518189900656864e+02,1.705490702888833141e+02,2.273760460567334007e+02,2.002879419882969216e+02,1.997748572704369963e+02
8.467408616654316234e+01,4.075248630622093771e+01,9.446323738017207461e+01,5.239448379334150729e+01,7.197699232396696800e+01,5.325045672628361615e+01,7.838916454659032240e+01,0.000000000000000000e+00,6.266507639468549229e+01,1.088715444085764688e+02,1.184078381422161925e+02,8.730250088741813386e+01,9.304918957424867187e+01,5.188402048904348618e+01,6.228228699909908528e+01,5.990065933210357230e+01,1.389478571588086311e+02,1.264547980838180763e+02,8.604392484173560263e+01,1.000785915333298135e+02,5.832873057410009210e+01,2.309703205288857077e+02,1.272902868554907911e+02,1.116004566147695982e+02,1.948936073972857344e+02,1.446399999959181741e+02,1.352222015176799630e+02
1.372158804204171361e+02,9.235517972471505743e+01,1.455046163828257875e+02,1.056292720353398238e+02,1.178333562932439804e+02,9.653990105099492780e+01,8.146529567400051519e+01,6.296199552630669416e+01,0.000000000000000000e+00,1.514126360432104832e+02,1.559343796951110335e+02,1.337634532764020037e+02,1.237568805341282001e+02,6.184060607928866204e+01,1.037249619644851322e+02,9.272658663333760387e+01,1.837564661929289400e+02,1.694826287158687705e+02,1.359089881174349443e+02,1.514509051305170999e+02,1.091080836689250759e+02,2.777375175678467372e+02,1.766358536671855575e+02,1.521111557955233025e+02,2.440342461357433876e+02,1.812569772922122979e+02,1.675945196798487871e+02
7.501172326016070713e+01,1.250235915024219366e+02,1.072437570368889226e+02,9.484692440449678941e+01,1.487962214259339930e+02,6.644523769434617577e+01,2.236465715114985926e+02,1.197436651403884440e+02,1.613668474349188102e+02,0.000000000000000000e+00,3.374623106025685360e+01,4.237029277446720954e+01,6.305075664402790636e+01,1.597485927725685997e+02,7.692329072432640658e+01,8.247746015501870431e+01,1.014596363259378080e+02,3.773034698181216839e+01,1.257710243507718815e+02,7.350029204711104569e+01,7.173406184864832369e+01,1.529395265903566781e+02,6.268036922609998385e+01,4.267295482270417750e+01,1.374654095462750831e+02,4.226544607879055349e+01,4.556618563855077753e+01
